EquationKey,EquationChapter,Equation,Equation-Description,Taxonomy-Domain,Taxonomy-Subdomain,Taxonomy-Specific,Variable_Key,Variable_Name,Variable_LaTeX,Variables_Description_LaTeX,Variables_Domain,Variables_Domain_LaTeX
Bonus5,FeynmanBonus5,Bonus5.0,Kepler's third law (orbital period),Astronomy,Celestial Mechanics,Keplerian Orbits,x2,m2,$m_2$,$m_2$: mass of orbiting body,"m_2 \in [1e+23, 1e+25]","$m_2 \in [1e+23, 1e+25]$"
Bonus6,FeynmanBonus6,Bonus6.0,Eccentricity of Coulomb/Kepler orbit,Physics,Classical Mechanics,Central Force Orbits,x0,epsilon,$\epsilon$,$\epsilon$: permittivity of vacuum,"\epsilon \in [-1e-16, -1e-18] \cup [1e-18, 1e-16]","$\epsilon \in [-1e-16, -1e-18] \cup [1e-18, 1e-16]$"
Bonus6,FeynmanBonus6,Bonus6.0,Eccentricity of Coulomb/Kepler orbit,Physics,Classical Mechanics,Central Force Orbits,x1,E_n,$E_n$,$E_n$: total mechanical energy,"E_n \in [1e-18, 1e-16]","$E_n \in [1e-18, 1e-16]$"
Bonus6,FeynmanBonus6,Bonus6.0,Eccentricity of Coulomb/Kepler orbit,Physics,Classical Mechanics,Central Force Orbits,x2,L,$L$,$L$: orbital angular momentum,"L \in [1e-10, 1e-08]","$L \in [1e-10, 1e-08]$"
Bonus6,FeynmanBonus6,Bonus6.0,Eccentricity of Coulomb/Kepler orbit,Physics,Classical Mechanics,Central Force Orbits,x3,m,$m$,$m$: reduced mass of system,"m \in [1e-30, 1e-28]","$m \in [1e-30, 1e-28]$"
Bonus6,FeynmanBonus6,Bonus6.0,Eccentricity of Coulomb/Kepler orbit,Physics,Classical Mechanics,Central Force Orbits,x4,Z_1,$Z_1$,$Z_1$: charge number of particle 1,"Z_1 \in [1, 10]","$Z_1 \in [1, 10]$"
Bonus6,FeynmanBonus6,Bonus6.0,Eccentricity of Coulomb/Kepler orbit,Physics,Classical Mechanics,Central Force Orbits,x5,Z_2,$Z_2$,$Z_2$: charge number of particle 2,"Z_2 \in [1, 10]","$Z_2 \in [1, 10]$"
Bonus6,FeynmanBonus6,Bonus6.0,Eccentricity of Coulomb/Kepler orbit,Physics,Classical Mechanics,Central Force Orbits,x6,q,$q$,$q$: elementary charge,"q \in [-1e-09, -1e-11] \cup [1e-11, 1e-09]","$q \in [-1e-09, -1e-11] \cup [1e-11, 1e-09]$"
Bonus7,FeynmanBonus7,Bonus7.0,"Friedmann equation (Hubble parameter, $H = \dot{a}/a$)",Astronomy,Cosmology,Expansion Dynamics,x0,rho,$\rho$,$\rho$: mass density,"\rho \in [1e-27, 1e-25]","$\rho \in [1e-27, 1e-25]$"
Bonus7,FeynmanBonus7,Bonus7.0,"Friedmann equation (Hubble parameter, $H = \dot{a}/a$)",Astronomy,Cosmology,Expansion Dynamics,x1,alpha,$\alpha$,$\alpha$: curvature constant,"\alpha \in [-1, --1] \cup [-1, 1]","$\alpha \in [-1, --1] \cup [-1, 1]$"
Bonus7,FeynmanBonus7,Bonus7.0,"Friedmann equation (Hubble parameter, $H = \dot{a}/a$)",Astronomy,Cosmology,Expansion Dynamics,x2,d,$d$,$d$: scale factor,"d \in [100000000.0, 10000000000.0]","$d \in [100000000.0, 10000000000.0]$"
Bonus8,FeynmanBonus8,Bonus8.0,Compton scattering (scattered photon energy),Physics,Quantum Mechanics,Photon Scattering,x0,E_n,$E_n$,$E_n$: photon energy,"E_n \in [1e-24, 1e-22]","$E_n \in [1e-24, 1e-22]$"
Bonus8,FeynmanBonus8,Bonus8.0,Compton scattering (scattered photon energy),Physics,Quantum Mechanics,Photon Scattering,x1,theta,$\theta$,$\theta$: scattering angle,"\theta \in [-\pi, --\pi] \cup [-\pi, \pi]","$\theta \in [-\pi, --\pi] \cup [-\pi, \pi]$"
Bonus9,FeynmanBonus9,Bonus9.0,Gravitational wave power loss (binary system),Physics,General Relativity,Gravitational Radiation,x0,m1,$m_1$,$m_1$: mass of first body,"m_1 \in [1e+23, 1e+25]","$m_1 \in [1e+23, 1e+25]$"
Bonus9,FeynmanBonus9,Bonus9.0,Gravitational wave power loss (binary system),Physics,General Relativity,Gravitational Radiation,x1,m2,$m_2$,$m_2$: mass of second body,"m_2 \in [1e+23, 1e+25]","$m_2 \in [1e+23, 1e+25]$"
Bonus9,FeynmanBonus9,Bonus9.0,Gravitational wave power loss (binary system),Physics,General Relativity,Gravitational Radiation,x2,r,$r$,$r$: orbital separation,"r \in [100000000.0, 10000000000.0]","$r \in [100000000.0, 10000000000.0]$"
Bonus10,FeynmanBonus10,Bonus10.0,Relativistic aberration angle,Physics,Relativity,Light Aberration,x0,theta2,$\theta_2$,$\theta_2$: angle in rest frame,"\theta_2 \in [0, 2.0 \times \pi]","$\theta_2 \in [0, 2.0 \times \pi]$"
Bonus10,FeynmanBonus10,Bonus10.0,Relativistic aberration angle,Physics,Relativity,Light Aberration,x1,v,$v$,$v$: velocity,"v \in [100000.0, 10000000.0]","$v \in [100000.0, 10000000.0]$"
Bonus11,FeynmanBonus11,Bonus11.0,Fraunhofer diffraction (N-slit interference pattern),Physics,Optics,Diffraction Patterns,x0,I_0,$I_0$,$I_0$: max intensity,"I_0 \in [0.001, 0.1]","$I_0 \in [0.001, 0.1]$"
Bonus11,FeynmanBonus11,Bonus11.0,Fraunhofer diffraction (N-slit interference pattern),Physics,Optics,Diffraction Patterns,x1,alpha,$\alpha$,$\alpha$: single-slit phase,"\alpha \in [1e-11, 1e-09]","$\alpha \in [1e-11, 1e-09]$"
Bonus11,FeynmanBonus11,Bonus11.0,Fraunhofer diffraction (N-slit interference pattern),Physics,Optics,Diffraction Patterns,x2,n,$n$,$n$: number of slits,"n \in [1, 100]","$n \in [1, 100]$"
Bonus11,FeynmanBonus11,Bonus11.0,Fraunhofer diffraction (N-slit interference pattern),Physics,Optics,Diffraction Patterns,x3,delta,$\delta$,$\delta$: inter-slit phase,"\delta \in [1e-11, 1e-09]","$\delta \in [1e-11, 1e-09]$"
Bonus12,FeynmanBonus12,Bonus12.0,Electric field from grounded conducting sphere (image charge method),Physics,Electromagnetism,Electrostatic Boundary Problems,x0,q,$q$,$q$: point charge,"q \in [-0.1, -0.001] \cup [0.001, 0.1]","$q \in [-0.1, -0.001] \cup [0.001, 0.1]$"
Bonus12,FeynmanBonus12,Bonus12.0,Electric field from grounded conducting sphere (image charge method),Physics,Electromagnetism,Electrostatic Boundary Problems,x1,epsilon,$\epsilon$,$\epsilon$: permittivity of vacuum,"\epsilon \in [1e-12, 1e-10]","$\epsilon \in [1e-12, 1e-10]$"
Bonus12,FeynmanBonus12,Bonus12.0,Electric field from grounded conducting sphere (image charge method),Physics,Electromagnetism,Electrostatic Boundary Problems,x2,y,$y$,$y$: distance from sphere center,"y \in [0.01, 1.0]","$y \in [0.01, 1.0]$"
Bonus12,FeynmanBonus12,Bonus12.0,Electric field from grounded conducting sphere (image charge method),Physics,Electromagnetism,Electrostatic Boundary Problems,x3,Volt,$Volt$,$Volt$: potential reference,"Volt \in [-10.0, -0.1] \cup [0.1, 10.0]","$Volt \in [-10.0, -0.1] \cup [0.1, 10.0]$"
Bonus12,FeynmanBonus12,Bonus12.0,Electric field from grounded conducting sphere (image charge method),Physics,Electromagnetism,Electrostatic Boundary Problems,x4,d,$d$,$d$: sphere radius,"d \in [0.01, 1.0]","$d \in [0.01, 1.0]$"
Bonus13,FeynmanBonus13,Bonus13.0,Coulomb potential (law of cosines form for arbitrary geometry),Physics,Electromagnetism,Electric Potential,x0,q,$q$,$q$: point charge magnitude,"q \in [-0.1, -0.001] \cup [0.001, 0.1]","$q \in [-0.1, -0.001] \cup [0.001, 0.1]$"
Bonus13,FeynmanBonus13,Bonus13.0,Coulomb potential (law of cosines form for arbitrary geometry),Physics,Electromagnetism,Electric Potential,x1,r,$r$,$r$: distance from origin to field point,"r \in [0.01, 1.0]","$r \in [0.01, 1.0]$"
Bonus13,FeynmanBonus13,Bonus13.0,Coulomb potential (law of cosines form for arbitrary geometry),Physics,Electromagnetism,Electric Potential,x2,d,$d$,$d$: distance from origin to charge,"d \in [0.01, 1.0]","$d \in [0.01, 1.0]$"
Bonus13,FeynmanBonus13,Bonus13.0,Coulomb potential (law of cosines form for arbitrary geometry),Physics,Electromagnetism,Electric Potential,x3,alpha,$\alpha$,$\alpha$: angle between $\mathbf{d}$ and $\mathbf{r}$,"\alpha \in [0, \pi]","$\alpha \in [0, \pi]$"
Bonus14,FeynmanBonus14,Bonus14.0,Induced dipole potential (dielectric sphere in uniform field),Physics,Electromagnetism,Dielectric Response,x0,Ef,$Ef$,$Ef$: external electric field,"Ef \in [-1000.0, -10.0] \cup [10.0, 1000.0]","$Ef \in [-1000.0, -10.0] \cup [10.0, 1000.0]$"
Bonus14,FeynmanBonus14,Bonus14.0,Induced dipole potential (dielectric sphere in uniform field),Physics,Electromagnetism,Dielectric Response,x1,theta,$\theta$,$\theta$: polar angle from field direction,"\theta \in [0, \pi]","$\theta \in [0, \pi]$"
Bonus14,FeynmanBonus14,Bonus14.0,Induced dipole potential (dielectric sphere in uniform field),Physics,Electromagnetism,Dielectric Response,x2,r,$r$,$r$: distance from sphere center,"r \in [0.01, 1.0]","$r \in [0.01, 1.0]$"
Bonus14,FeynmanBonus14,Bonus14.0,Induced dipole potential (dielectric sphere in uniform field),Physics,Electromagnetism,Dielectric Response,x3,d,$d$,$d$: sphere radius,"d \in [0.01, 1.0]","$d \in [0.01, 1.0]$"
Bonus14,FeynmanBonus14,Bonus14.0,Induced dipole potential (dielectric sphere in uniform field),Physics,Electromagnetism,Dielectric Response,x4,alpha,$\alpha$,$\alpha$: relative dielectric constant,"\alpha \in [0.1, 10.0]","$\alpha \in [0.1, 10.0]$"
Bonus15,FeynmanBonus15,Bonus15.0,Relativistic Doppler shift (general angle),Physics,Relativity,Doppler Effect,x0,v,$v$,$v$: relative velocity,"v \in [100000.0, 10000000.0]","$v \in [100000.0, 10000000.0]$"
Bonus15,FeynmanBonus15,Bonus15.0,Relativistic Doppler shift (general angle),Physics,Relativity,Doppler Effect,x1,omega,$\omega$,$\omega$: source frequency (rest frame),"\omega \in [1000000000.0, 100000000000.0]","$\omega \in [1000000000.0, 100000000000.0]$"
Bonus15,FeynmanBonus15,Bonus15.0,Relativistic Doppler shift (general angle),Physics,Relativity,Doppler Effect,x2,theta,$\theta$,$\theta$: angle between velocity and observation,"\theta \in [0, 2.0 \times \pi]","$\theta \in [0, 2.0 \times \pi]$"
Bonus16,FeynmanBonus16,Bonus16.0,"Relativistic Hamiltonian (charged particle in EM field, minimal coupling)",Physics,Relativity,Relativistic Dynamics,x0,p,$p$,$p$: canonical momentum,"p \in [-1e-07, -1e-09] \cup [1e-09, 1e-07]","$p \in [-1e-07, -1e-09] \cup [1e-09, 1e-07]$"
Bonus16,FeynmanBonus16,Bonus16.0,"Relativistic Hamiltonian (charged particle in EM field, minimal coupling)",Physics,Relativity,Relativistic Dynamics,x1,q,$q$,$q$: particle charge,"q \in [-1e-09, -1e-11] \cup [1e-11, 1e-09]","$q \in [-1e-09, -1e-11] \cup [1e-11, 1e-09]$"
Bonus16,FeynmanBonus16,Bonus16.0,"Relativistic Hamiltonian (charged particle in EM field, minimal coupling)",Physics,Relativity,Relativistic Dynamics,x2,A_vec,$A_{vec}$,$A_{vec}$: magnetic vector potential,"A_{vec} \in [-1000.0, -10.0] \cup [10.0, 1000.0]","$A_{vec} \in [-1000.0, -10.0] \cup [10.0, 1000.0]$"
Bonus16,FeynmanBonus16,Bonus16.0,"Relativistic Hamiltonian (charged particle in EM field, minimal coupling)",Physics,Relativity,Relativistic Dynamics,x3,m,$m$,$m$: rest mass,"m \in [1e-30, 1e-28]","$m \in [1e-30, 1e-28]$"
Bonus16,FeynmanBonus16,Bonus16.0,"Relativistic Hamiltonian (charged particle in EM field, minimal coupling)",Physics,Relativity,Relativistic Dynamics,x4,Volt,$Volt$,$Volt$: scalar potential,"Volt \in [-10.0, -0.1] \cup [0.1, 10.0]","$Volt \in [-10.0, -0.1] \cup [0.1, 10.0]$"
Bonus17,FeynmanBonus17,Bonus17.0,Hamiltonian (anharmonic oscillator with cubic nonlinearity),Physics,Classical Mechanics,Hamiltonian Mechanics,x0,m,$m$,$m$: particle mass,"m \in [1e-30, 1e-28]","$m \in [1e-30, 1e-28]$"
Bonus17,FeynmanBonus17,Bonus17.0,Hamiltonian (anharmonic oscillator with cubic nonlinearity),Physics,Classical Mechanics,Hamiltonian Mechanics,x1,p,$p$,$p$: canonical momentum,"p \in [-1e-07, -1e-09] \cup [1e-09, 1e-07]","$p \in [-1e-07, -1e-09] \cup [1e-09, 1e-07]$"
Bonus17,FeynmanBonus17,Bonus17.0,Hamiltonian (anharmonic oscillator with cubic nonlinearity),Physics,Classical Mechanics,Hamiltonian Mechanics,x2,omega,$\omega$,$\omega$: natural angular frequency,"\omega \in [-100000000000.0, -1000000000.0] \cup [1000000000.0, 100000000000.0]","$\omega \in [-100000000000.0, -1000000000.0] \cup [1000000000.0, 100000000000.0]$"
Bonus17,FeynmanBonus17,Bonus17.0,Hamiltonian (anharmonic oscillator with cubic nonlinearity),Physics,Classical Mechanics,Hamiltonian Mechanics,x3,x,$x$,$x$: displacement from equilibrium,"x \in [-1e-09, -1e-11] \cup [1e-11, 1e-09]","$x \in [-1e-09, -1e-11] \cup [1e-11, 1e-09]$"
Bonus17,FeynmanBonus17,Bonus17.0,Hamiltonian (anharmonic oscillator with cubic nonlinearity),Physics,Classical Mechanics,Hamiltonian Mechanics,x4,alpha,$\alpha$,$\alpha$: anharmonicity parameter,"\alpha \in [-10.0, -0.1] \cup [0.1, 10.0]","$\alpha \in [-10.0, -0.1] \cup [0.1, 10.0]$"
Bonus17,FeynmanBonus17,Bonus17.0,Hamiltonian (anharmonic oscillator with cubic nonlinearity),Physics,Classical Mechanics,Hamiltonian Mechanics,x5,y,$y$,$y$: characteristic length scale,"y \in [1e-11, 1e-09]","$y \in [1e-11, 1e-09]$"
Bonus18,FeynmanBonus18,Bonus18.0,Friedmann equation (total energy density from curvature),Astronomy,Cosmology,Energy Density,x0,k_f,$k_f$,$k_f$: spatial curvature constant,"k_f \in [-1000.0, -10.0] \cup [10.0, 1000.0]","$k_f \in [-1000.0, -10.0] \cup [10.0, 1000.0]$"
Bonus18,FeynmanBonus18,Bonus18.0,Friedmann equation (total energy density from curvature),Astronomy,Cosmology,Energy Density,x1,r,$r$,$r$: scale factor $a(t)$,"r \in [100000000.0, 10000000000.0]","$r \in [100000000.0, 10000000000.0]$"
Bonus18,FeynmanBonus18,Bonus18.0,Friedmann equation (total energy density from curvature),Astronomy,Cosmology,Energy Density,x2,H_G,$H_G$,$H_G$: Hubble parameter,"H_G \in [-100.0, -1.0] \cup [1.0, 100.0]","$H_G \in [-100.0, -1.0] \cup [1.0, 100.0]$"
Bonus19,FeynmanBonus19,Bonus19.0,"Friedmann equation (effective pressure, equation of state parameter $w=\alpha$)",Astronomy,Cosmology,Equation of State,x0,k_f,$k_f$,$k_f$: spatial curvature constant,"k_f \in [-1000.0, -10.0] \cup [10.0, 1000.0]","$k_f \in [-1000.0, -10.0] \cup [10.0, 1000.0]$"
Bonus19,FeynmanBonus19,Bonus19.0,"Friedmann equation (effective pressure, equation of state parameter $w=\alpha$)",Astronomy,Cosmology,Equation of State,x1,r,$r$,$r$: scale factor $a(t)$,"r \in [100000000.0, 10000000000.0]","$r \in [100000000.0, 10000000000.0]$"
Bonus19,FeynmanBonus19,Bonus19.0,"Friedmann equation (effective pressure, equation of state parameter $w=\alpha$)",Astronomy,Cosmology,Equation of State,x2,H_G,$H_G$,$H_G$: Hubble parameter,"H_G \in [-100.0, -1.0] \cup [1.0, 100.0]","$H_G \in [-100.0, -1.0] \cup [1.0, 100.0]$"
Bonus19,FeynmanBonus19,Bonus19.0,"Friedmann equation (effective pressure, equation of state parameter $w=\alpha$)",Astronomy,Cosmology,Equation of State,x3,alpha,$\alpha$,$\alpha$: equation of state parameter $w$,"\alpha \in [-10, --10] \cup [-10, 10]","$\alpha \in [-10, --10] \cup [-10, 10]$"
Bonus20,FeynmanBonus20,Bonus20.0,Klein-Nishina formula (quantum Compton differential cross-section),Physics,Quantum Mechanics,Scattering Cross-Section,x0,omega_0,$\omega_0$,$\omega_0$: incident photon frequency,"\omega_0 \in [1000000000.0, 100000000000.0]","$\omega_0 \in [1000000000.0, 100000000000.0]$"
Bonus20,FeynmanBonus20,Bonus20.0,Klein-Nishina formula (quantum Compton differential cross-section),Physics,Quantum Mechanics,Scattering Cross-Section,x1,omega,$\omega$,$\omega$: scattered photon frequency,"\omega \in [1000000000.0, 100000000000.0]","$\omega \in [1000000000.0, 100000000000.0]$"
Bonus20,FeynmanBonus20,Bonus20.0,Klein-Nishina formula (quantum Compton differential cross-section),Physics,Quantum Mechanics,Scattering Cross-Section,x2,beta,$\beta$,$\beta$: scattering angle,"\beta \in [0, 2.0 \times \pi]","$\beta \in [0, 2.0 \times \pi]$"
